task_id,correct,tool_calls,thinking_blocks,repl_timeouts,events,pred_final,gold,trace_path
2491,True,11,0,0,32,2.46886200000000,-2.5,results/v23_gpt5_hard_all378_FINAL/2491/sessions/normal_agent.jsonl
2493,True,4,0,0,11,511.85155000000000,-511.85155000000000,results/v23_gpt5_hard_all378_FINAL/2493/sessions/normal_agent.jsonl
2494,True,6,0,0,14,491.377488,491.37748800000000,results/v23_gpt5_hard_all378_FINAL/2494/sessions/normal_agent.jsonl
2496,False,7,0,0,20,26.53766000000000,152.50433800000002,results/v23_gpt5_hard_all378_FINAL/2496/sessions/normal_agent.jsonl
2499,False,8,0,0,18,0.00000000000000,-26.74124100000000,results/v23_gpt5_hard_all378_FINAL/2499/sessions/normal_agent.jsonl
2506,True,13,0,0,41,1.99783800000000,2.0,results/v23_gpt5_hard_all378_FINAL/2506/sessions/normal_agent.jsonl
2507,False,1,0,0,4,53.27837200000000,-53.25,results/v23_gpt5_hard_all378_FINAL/2507/sessions/normal_agent.jsonl
2509,True,10,0,0,24,36.60975000000000,-36.6,results/v23_gpt5_hard_all378_FINAL/2509/sessions/normal_agent.jsonl
2511,False,23,0,0,56,0.00000000000000,-45.81824000000000,results/v23_gpt5_hard_all378_FINAL/2511/sessions/normal_agent.jsonl
2518,True,12,0,0,34,93.85435600000000,93.85435600000000,results/v23_gpt5_hard_all378_FINAL/2518/sessions/normal_agent.jsonl
2520,True,11,0,0,24,42.89798400000000,42.9,results/v23_gpt5_hard_all378_FINAL/2520/sessions/normal_agent.jsonl
2521,False,9,0,0,20,"There is **zero overlap** between the required MCCs and actual MCCs in the dataset. Therefore, no merchants match Fee ID 1 in 2023.","""""",results/v23_gpt5_hard_all378_FINAL/2521/sessions/normal_agent.jsonl
2522,False,14,0,0,30,"6. Even if we continued to the monthly volume check, there are no qualifying transactions to compute volume for.","""""",results/v23_gpt5_hard_all378_FINAL/2522/sessions/normal_agent.jsonl
2523,False,0,0,0,1,,Martinis_Fine_Steakhouse,results/v23_gpt5_hard_all378_FINAL/2523/sessions/normal_agent.jsonl
2524,True,9,0,0,21,Rafa_AI,Rafa_AI,results/v23_gpt5_hard_all378_FINAL/2524/sessions/normal_agent.jsonl
2525,True,4,0,0,10,"Belles_cookbook_store, Crossfit_Hanna, Golfclub_Baron_Friso, Martinis_Fine_Steakhouse, Rafa_AI","Belles_cookbook_store, Crossfit_Hanna, Golfclub_Baron_Friso, Martinis_Fine_Steakhouse, Rafa_AI",results/v23_gpt5_hard_all378_FINAL/2525/sessions/normal_agent.jsonl
2526,True,7,0,0,16,"Belles_cookbook_store, Crossfit_Hanna, Golfclub_Baron_Friso, Martinis_Fine_Steakhouse, Rafa_AI","Belles_cookbook_store, Crossfit_Hanna, Golfclub_Baron_Friso, Martinis_Fine_Steakhouse, Rafa_AI",results/v23_gpt5_hard_all378_FINAL/2526/sessions/normal_agent.jsonl
2527,True,11,0,0,24,"Belles_cookbook_store, Crossfit_Hanna, Golfclub_Baron_Friso, Martinis_Fine_Steakhouse, Rafa_AI","Belles_cookbook_store, Crossfit_Hanna, Golfclub_Baron_Friso, Martinis_Fine_Steakhouse, Rafa_AI",results/v23_gpt5_hard_all378_FINAL/2527/sessions/normal_agent.jsonl
2528,False,29,0,0,60,712.378864,5840.979059,results/v23_gpt5_hard_all378_FINAL/2528/sessions/normal_agent.jsonl
2529,False,29,0,2,61,453.360564,6690.646000,results/v23_gpt5_hard_all378_FINAL/2529/sessions/normal_agent.jsonl
2530,False,29,0,0,60,4998.932771,6690.646000,results/v23_gpt5_hard_all378_FINAL/2530/sessions/normal_agent.jsonl
2532,False,20,0,0,47,Not Applicable,8001.981776,results/v23_gpt5_hard_all378_FINAL/2532/sessions/normal_agent.jsonl
2533,False,40,0,0,121,Let me make sure the computation is solid. Let me do one final verification by spot-checking a few more transactions.,27899.158020,results/v23_gpt5_hard_all378_FINAL/2533/sessions/normal_agent.jsonl
2534,False,27,0,1,73,852.851643,18657.348907,results/v23_gpt5_hard_all378_FINAL/2534/sessions/normal_agent.jsonl
2535,False,26,0,0,79,1283.707572,18657.348907,results/v23_gpt5_hard_all378_FINAL/2535/sessions/normal_agent.jsonl
2536,False,40,0,1,107,,26210.609907,results/v23_gpt5_hard_all378_FINAL/2536/sessions/normal_agent.jsonl
2537,False,28,0,0,85,782.112521,29034.178249,results/v23_gpt5_hard_all378_FINAL/2537/sessions/normal_agent.jsonl
2538,False,34,0,0,93,2038.232126,11813.108553,results/v23_gpt5_hard_all378_FINAL/2538/sessions/normal_agent.jsonl
2539,False,20,0,0,57,Not Applicable,10160.625971,results/v23_gpt5_hard_all378_FINAL/2539/sessions/normal_agent.jsonl
2543,False,28,0,0,79,1397.999570,1542.055767,results/v23_gpt5_hard_all378_FINAL/2543/sessions/normal_agent.jsonl
2544,True,33,0,0,84,0.000000,0.000000,results/v23_gpt5_hard_all378_FINAL/2544/sessions/normal_agent.jsonl
2545,True,16,0,0,47,0.000000,0.000000,results/v23_gpt5_hard_all378_FINAL/2545/sessions/normal_agent.jsonl
2546,False,38,0,0,112,2887.937272,2982.371658,results/v23_gpt5_hard_all378_FINAL/2546/sessions/normal_agent.jsonl
2547,False,18,0,0,38,188.458501,1016.994363,results/v23_gpt5_hard_all378_FINAL/2547/sessions/normal_agent.jsonl
2549,False,26,0,0,71,481.474595,7885.871004,results/v23_gpt5_hard_all378_FINAL/2549/sessions/normal_agent.jsonl
2550,False,30,0,1,84,496.758893,7885.871004,results/v23_gpt5_hard_all378_FINAL/2550/sessions/normal_agent.jsonl
2551,False,40,0,0,121,,15615.997106,results/v23_gpt5_hard_all378_FINAL/2551/sessions/normal_agent.jsonl
2552,False,14,0,0,30,3573.846704,16347.432604,results/v23_gpt5_hard_all378_FINAL/2552/sessions/normal_agent.jsonl
2553,True,5,0,0,12,"Crossfit_Hanna, Golfclub_Baron_Friso, Martinis_Fine_Steakhouse","Crossfit_Hanna, Golfclub_Baron_Friso, Martinis_Fine_Steakhouse",results/v23_gpt5_hard_all378_FINAL/2553/sessions/normal_agent.jsonl
2554,True,6,0,0,14,"Belles_cookbook_store, Crossfit_Hanna, Golfclub_Baron_Friso, Martinis_Fine_Steakhouse","Belles_cookbook_store, Crossfit_Hanna, Golfclub_Baron_Friso, Martinis_Fine_Steakhouse",results/v23_gpt5_hard_all378_FINAL/2554/sessions/normal_agent.jsonl
2555,True,5,0,0,15,"Belles_cookbook_store, Crossfit_Hanna, Golfclub_Baron_Friso","Belles_cookbook_store, Crossfit_Hanna, Golfclub_Baron_Friso",results/v23_gpt5_hard_all378_FINAL/2555/sessions/normal_agent.jsonl
2556,True,4,0,0,10,"Belles_cookbook_store, Martinis_Fine_Steakhouse","Belles_cookbook_store, Martinis_Fine_Steakhouse",results/v23_gpt5_hard_all378_FINAL/2556/sessions/normal_agent.jsonl
2557,True,6,0,0,14,"Belles_cookbook_store, Crossfit_Hanna, Golfclub_Baron_Friso, Martinis_Fine_Steakhouse","Belles_cookbook_store, Crossfit_Hanna, Golfclub_Baron_Friso, Martinis_Fine_Steakhouse",results/v23_gpt5_hard_all378_FINAL/2557/sessions/normal_agent.jsonl
2558,True,7,0,0,21,"Belles_cookbook_store, Crossfit_Hanna, Golfclub_Baron_Friso, Martinis_Fine_Steakhouse","Belles_cookbook_store, Crossfit_Hanna, Golfclub_Baron_Friso, Martinis_Fine_Steakhouse",results/v23_gpt5_hard_all378_FINAL/2558/sessions/normal_agent.jsonl
2559,True,6,0,0,17,"Crossfit_Hanna, Golfclub_Baron_Friso, Martinis_Fine_Steakhouse, Rafa_AI","Crossfit_Hanna, Golfclub_Baron_Friso, Martinis_Fine_Steakhouse, Rafa_AI",results/v23_gpt5_hard_all378_FINAL/2559/sessions/normal_agent.jsonl
2561,True,5,0,0,12,"Belles_cookbook_store, Crossfit_Hanna, Golfclub_Baron_Friso, Rafa_AI","Belles_cookbook_store, Crossfit_Hanna, Golfclub_Baron_Friso, Rafa_AI",results/v23_gpt5_hard_all378_FINAL/2561/sessions/normal_agent.jsonl
2562,True,5,0,0,12,"Belles_cookbook_store,Martinis_Fine_Steakhouse,Rafa_AI","Belles_cookbook_store, Martinis_Fine_Steakhouse, Rafa_AI",results/v23_gpt5_hard_all378_FINAL/2562/sessions/normal_agent.jsonl
2563,True,9,0,0,29,"Belles_cookbook_store, Crossfit_Hanna, Golfclub_Baron_Friso, Martinis_Fine_Steakhouse, Rafa_AI","Belles_cookbook_store, Crossfit_Hanna, Golfclub_Baron_Friso, Martinis_Fine_Steakhouse, Rafa_AI",results/v23_gpt5_hard_all378_FINAL/2563/sessions/normal_agent.jsonl
2564,True,3,0,0,9,"Belles_cookbook_store, Crossfit_Hanna, Golfclub_Baron_Friso, Martinis_Fine_Steakhouse, Rafa_AI","Belles_cookbook_store, Crossfit_Hanna, Golfclub_Baron_Friso, Martinis_Fine_Steakhouse, Rafa_AI",results/v23_gpt5_hard_all378_FINAL/2564/sessions/normal_agent.jsonl
2565,True,13,0,0,34,Rafa_AI,Rafa_AI,results/v23_gpt5_hard_all378_FINAL/2565/sessions/normal_agent.jsonl
2566,False,7,0,0,16,"Only one merchant matches these criteria: **Rafa_AI**, which already has account_type = 'D'. Therefore, if Fee ID 17 were restricted to account_type D only, no merchants would be affected by this chan","""""",results/v23_gpt5_hard_all378_FINAL/2566/sessions/normal_agent.jsonl
2568,True,8,0,0,19,Rafa_AI,Rafa_AI,results/v23_gpt5_hard_all378_FINAL/2568/sessions/normal_agent.jsonl
2569,True,5,0,0,12,Rafa_AI,Rafa_AI,results/v23_gpt5_hard_all378_FINAL/2569/sessions/normal_agent.jsonl
2571,False,5,0,0,12,Belles_cookbook_store,Rafa_AI,results/v23_gpt5_hard_all378_FINAL/2571/sessions/normal_agent.jsonl
2573,False,6,0,0,14,Martinis_Fine_Steakhouse,Rafa_AI,results/v23_gpt5_hard_all378_FINAL/2573/sessions/normal_agent.jsonl
2574,False,6,0,0,14,"Crossfit_Hanna, Golfclub_Baron_Friso, Rafa_AI",Rafa_AI,results/v23_gpt5_hard_all378_FINAL/2574/sessions/normal_agent.jsonl
2575,True,7,0,0,22,Rafa_AI,Rafa_AI,results/v23_gpt5_hard_all378_FINAL/2575/sessions/normal_agent.jsonl
2576,True,11,0,0,32,Rafa_AI,Rafa_AI,results/v23_gpt5_hard_all378_FINAL/2576/sessions/normal_agent.jsonl
2578,False,17,0,0,36,TransactPlus:842.28,NexPay,results/v23_gpt5_hard_all378_FINAL/2578/sessions/normal_agent.jsonl
2581,True,28,0,0,59,TransactPlus:2308.82,TransactPlus,results/v23_gpt5_hard_all378_FINAL/2581/sessions/normal_agent.jsonl
2583,False,14,0,0,30,TransactPlus:899.19,TransactPlus:2705.92,results/v23_gpt5_hard_all378_FINAL/2583/sessions/normal_agent.jsonl
2584,False,20,0,0,42,TransactPlus:862.25,NexPay:372.69,results/v23_gpt5_hard_all378_FINAL/2584/sessions/normal_agent.jsonl
2587,False,18,0,0,45,TransactPlus:465.88,TransactPlus:483.11,results/v23_gpt5_hard_all378_FINAL/2587/sessions/normal_agent.jsonl
2589,True,26,0,0,76,TransactPlus:4003.72,TransactPlus,results/v23_gpt5_hard_all378_FINAL/2589/sessions/normal_agent.jsonl
2606,False,20,0,0,54,TransactPlus:1482.81,NexPay:1103.19,results/v23_gpt5_hard_all378_FINAL/2606/sessions/normal_agent.jsonl
2608,False,26,0,0,72,TransactPlus:782.80,NexPay:62.44,results/v23_gpt5_hard_all378_FINAL/2608/sessions/normal_agent.jsonl
2619,True,12,0,0,29,TransactPlus:4507.84,TransactPlus,results/v23_gpt5_hard_all378_FINAL/2619/sessions/normal_agent.jsonl
2623,False,13,0,0,28,TransactPlus:239.34,TransactPlus:2620.69,results/v23_gpt5_hard_all378_FINAL/2623/sessions/normal_agent.jsonl
2628,False,31,0,0,76,TransactPlus:817.51,NexPay:64.53,results/v23_gpt5_hard_all378_FINAL/2628/sessions/normal_agent.jsonl
2634,False,31,0,0,84,TransactPlus:583.34,NexPay:382.85,results/v23_gpt5_hard_all378_FINAL/2634/sessions/normal_agent.jsonl
2641,True,19,0,0,51,TransactPlus:2388.42,TransactPlus,results/v23_gpt5_hard_all378_FINAL/2641/sessions/normal_agent.jsonl
2644,False,13,0,0,28,TransactPlus:616.46,NexPay:347.81,results/v23_gpt5_hard_all378_FINAL/2644/sessions/normal_agent.jsonl
2652,True,24,0,0,74,NexPay:79.09,NexPay,results/v23_gpt5_hard_all378_FINAL/2652/sessions/normal_agent.jsonl
2664,False,22,0,0,65,TransactPlus:616.28,NexPay:346.77,results/v23_gpt5_hard_all378_FINAL/2664/sessions/normal_agent.jsonl
2674,False,22,0,0,46,TransactPlus:573.64,NexPay:335.84,results/v23_gpt5_hard_all378_FINAL/2674/sessions/normal_agent.jsonl
2675,True,14,0,0,44,TransactPlus:2264.92,TransactPlus,results/v23_gpt5_hard_all378_FINAL/2675/sessions/normal_agent.jsonl
2678,False,8,0,0,26,TransactPlus:716.21,NexPay:56.16,results/v23_gpt5_hard_all378_FINAL/2678/sessions/normal_agent.jsonl
2691,False,14,0,0,42,TransactPlus:2345.67,TransactPlus:3458.48,results/v23_gpt5_hard_all378_FINAL/2691/sessions/normal_agent.jsonl
2699,False,13,0,0,41,C:30.94,E,results/v23_gpt5_hard_all378_FINAL/2699/sessions/normal_agent.jsonl
2703,False,15,0,0,47,B:54.22,D,results/v23_gpt5_hard_all378_FINAL/2703/sessions/normal_agent.jsonl
2708,False,32,0,0,94,B:198.14,D,results/v23_gpt5_hard_all378_FINAL/2708/sessions/normal_agent.jsonl
2710,False,15,0,0,32,C:19.27,D,results/v23_gpt5_hard_all378_FINAL/2710/sessions/normal_agent.jsonl
2711,False,10,0,0,22,B:0.54,E,results/v23_gpt5_hard_all378_FINAL/2711/sessions/normal_agent.jsonl
2712,False,15,0,0,34,B:35.62,E,results/v23_gpt5_hard_all378_FINAL/2712/sessions/normal_agent.jsonl
2713,False,37,0,0,102,B:181.41,D,results/v23_gpt5_hard_all378_FINAL/2713/sessions/normal_agent.jsonl
2715,False,17,0,0,44,C:21.60,D,results/v23_gpt5_hard_all378_FINAL/2715/sessions/normal_agent.jsonl
2719,False,16,0,0,42,B:40.14,E,results/v23_gpt5_hard_all378_FINAL/2719/sessions/normal_agent.jsonl
2725,False,22,0,0,57,C:0.22,D,results/v23_gpt5_hard_all378_FINAL/2725/sessions/normal_agent.jsonl
2727,False,15,0,0,32,B:0.25,E,results/v23_gpt5_hard_all378_FINAL/2727/sessions/normal_agent.jsonl
2728,False,24,0,0,50,"B: GlobalCard:78.47, NexPay:22.98, SwiftCharge:27.77, TransactPlus:88.03",D,results/v23_gpt5_hard_all378_FINAL/2728/sessions/normal_agent.jsonl
2729,False,11,0,0,24,Not Applicable,E,results/v23_gpt5_hard_all378_FINAL/2729/sessions/normal_agent.jsonl
2731,False,29,0,0,85,B:0.64,E,results/v23_gpt5_hard_all378_FINAL/2731/sessions/normal_agent.jsonl
2740,False,0,0,0,1,,D,results/v23_gpt5_hard_all378_FINAL/2740/sessions/normal_agent.jsonl
2741,False,9,0,0,20,C:28.91,E,results/v23_gpt5_hard_all378_FINAL/2741/sessions/normal_agent.jsonl
2746,False,21,0,0,44,F:76.10,E,results/v23_gpt5_hard_all378_FINAL/2746/sessions/normal_agent.jsonl
2748,False,17,0,1,37,B:199.29,D,results/v23_gpt5_hard_all378_FINAL/2748/sessions/normal_agent.jsonl
2751,False,11,0,0,32,B:0.45,E,results/v23_gpt5_hard_all378_FINAL/2751/sessions/normal_agent.jsonl
2755,False,21,0,0,54,C:13.29,D,results/v23_gpt5_hard_all378_FINAL/2755/sessions/normal_agent.jsonl
2757,False,17,0,0,53,TransactPlus:2898.33,TransactPlus:16392.45,results/v23_gpt5_hard_all378_FINAL/2757/sessions/normal_agent.jsonl
2758,False,24,0,0,50,Not Applicable,NexPay:735.26,results/v23_gpt5_hard_all378_FINAL/2758/sessions/normal_agent.jsonl
2759,False,37,0,0,76,GlobalCard:15008.74,TransactPlus:90665.36,results/v23_gpt5_hard_all378_FINAL/2759/sessions/normal_agent.jsonl
2760,False,17,0,1,36,TransactPlus:34287.50,NexPay:619.15,results/v23_gpt5_hard_all378_FINAL/2760/sessions/normal_agent.jsonl
2761,True,23,0,0,59,TransactPlus:27159.79,TransactPlus,results/v23_gpt5_hard_all378_FINAL/2761/sessions/normal_agent.jsonl
2762,False,24,0,0,50,TransactPlus:18203.47,NexPay:1006.93,results/v23_gpt5_hard_all378_FINAL/2762/sessions/normal_agent.jsonl
2763,True,36,0,0,105,TransactPlus:2391.79,TransactPlus,results/v23_gpt5_hard_all378_FINAL/2763/sessions/normal_agent.jsonl
2764,False,27,0,0,73,SwiftCharge:553.62,NexPay:4308.40,results/v23_gpt5_hard_all378_FINAL/2764/sessions/normal_agent.jsonl
2765,False,21,0,0,64,TransactPlus:27244.95,TransactPlus:30657.21,results/v23_gpt5_hard_all378_FINAL/2765/sessions/normal_agent.jsonl
2766,False,24,0,0,54,TransactPlus:16660.64,NexPay:12774.59,results/v23_gpt5_hard_all378_FINAL/2766/sessions/normal_agent.jsonl
2767,False,19,0,0,55,B:440.44,E,results/v23_gpt5_hard_all378_FINAL/2767/sessions/normal_agent.jsonl
2768,False,30,0,0,62,B:2481.05,D,results/v23_gpt5_hard_all378_FINAL/2768/sessions/normal_agent.jsonl
2769,False,21,0,0,47,B:906.76,E,results/v23_gpt5_hard_all378_FINAL/2769/sessions/normal_agent.jsonl
2770,False,15,0,0,33,C:244.58,D,results/v23_gpt5_hard_all378_FINAL/2770/sessions/normal_agent.jsonl
2771,False,26,0,0,54,B:0.55,E,results/v23_gpt5_hard_all378_FINAL/2771/sessions/normal_agent.jsonl
341,True,4,0,0,10,"[GR: 70.72, LU: 81.58, SE: 89.79, IT: 89.92, BE: 89.97, FR: 90.08, NL: 90.16, ES: 91.94]","[GR: 70.72, LU: 81.58, SE: 89.79, IT: 89.92, BE: 89.97, FR: 90.08, NL: 90.16, ES: 91.94]",results/v23_gpt5_hard_all378_FINAL/341/sessions/normal_agent.jsonl
347,True,6,0,0,14,"[FR: 71.18, GR: 77.56, NL: 86.79, IT: 90.72, BE: 95.83, SE: 105.05, ES: 109.18, LU: 143.98]","[FR: 71.18, GR: 77.56, NL: 86.79, IT: 90.72, BE: 95.83, SE: 105.05, ES: 109.18, LU: 143.98]",results/v23_gpt5_hard_all378_FINAL/347/sessions/normal_agent.jsonl
375,True,7,0,0,16,"[BE: 85.30, IT: 93.82, FR: 98.57, NL: 99.87, LU: 111.42, SE: 114.36, ES: 134.41, GR: 169.92, ]","[BE: 85.30, IT: 93.82, FR: 98.57, NL: 99.87, LU: 111.42, SE: 114.36, ES: 134.41, GR: 169.92]",results/v23_gpt5_hard_all378_FINAL/375/sessions/normal_agent.jsonl
382,True,7,0,0,16,"[GR: 80.62, SE: 80.80, IT: 86.69, FR: 91.30, ES: 92.45, NL: 103.99, BE: 106.35, LU: 174.28]","[GR: 80.62, SE: 80.80, IT: 86.69, FR: 91.30, ES: 92.45, NL: 103.99, BE: 106.35, LU: 174.28]",results/v23_gpt5_hard_all378_FINAL/382/sessions/normal_agent.jsonl
402,True,5,0,0,16,"[IT: 64.05, FR: 77.99, SE: 78.61, NL: 78.81, GR: 86.26, BE: 94.33, LU: 108.82, ES: 130.20]","[IT: 64.05, FR: 77.99, SE: 78.61, NL: 78.81, GR: 86.26, BE: 94.33, LU: 108.82, ES: 130.20]",results/v23_gpt5_hard_all378_FINAL/402/sessions/normal_agent.jsonl
471,True,7,0,0,16,"[BE: 86.39, SE: 91.89, ES: 92.83, NL: 95.38, IT: 97.15, GR: 101.00, FR: 103.33, LU: 106.02]","[BE: 86.39, SE: 91.89, ES: 92.83, NL: 95.38, IT: 97.15, GR: 101.00, FR: 103.33, LU: 106.02]",results/v23_gpt5_hard_all378_FINAL/471/sessions/normal_agent.jsonl
617,True,2,0,0,7,"[Linux: 78.68, Other: 83.70, iOS: 87.02, MacOS: 94.30, Windows: 108.84, Android: 125.66]","[Linux: 78.68, Other: 83.70, iOS: 87.02, MacOS: 94.30, Windows: 108.84, Android: 125.66]",results/v23_gpt5_hard_all378_FINAL/617/sessions/normal_agent.jsonl
623,True,7,0,0,16,"[Windows: 75.04 , Linux: 82.75 , iOS: 85.41 , MacOS: 105.12 , Other: 105.58 , Android: 127.97]","[Windows: 75.04, Linux: 82.75, iOS: 85.41, MacOS: 105.12, Other: 105.58, Android: 127.97]",results/v23_gpt5_hard_all378_FINAL/623/sessions/normal_agent.jsonl
625,True,7,0,0,16,"[MacOS: 77.41, Other: 82.96, Android: 83.54, Linux: 84.52, iOS: 91.34, Windows: 97.20, ]","[MacOS: 77.41, Other: 82.96, Android: 83.54, Linux: 84.52, iOS: 91.34, Windows: 97.20]",results/v23_gpt5_hard_all378_FINAL/625/sessions/normal_agent.jsonl
682,True,7,0,0,16,['US: 90.24'],[US: 90.24],results/v23_gpt5_hard_all378_FINAL/682/sessions/normal_agent.jsonl
793,True,3,0,0,8,[IT: 97.18],[IT: 97.18],results/v23_gpt5_hard_all378_FINAL/793/sessions/normal_agent.jsonl
842,True,6,0,0,14,"[NL: 94.72, GB: 103.19, ]","[NL: 94.72, GB: 103.19]",results/v23_gpt5_hard_all378_FINAL/842/sessions/normal_agent.jsonl
883,True,7,0,0,16,"[C: 75.70, A: 87.91, D: 88.10, F: 89.40, G: 93.75, B: 131.71]","[C: 75.70, A: 87.91, D: 88.10, F: 89.40, G: 93.75, B: 131.71]",results/v23_gpt5_hard_all378_FINAL/883/sessions/normal_agent.jsonl
889,True,4,0,0,13,"[A: 60.18, D: 88.00, C: 88.72, F: 93.75, G: 97.09, B: 128.42]","[A: 60.18, D: 88.00, C: 88.72, F: 93.75, G: 97.09, B: 128.42]",results/v23_gpt5_hard_all378_FINAL/889/sessions/normal_agent.jsonl
916,True,7,0,0,16,"[A: 68.84, C: 78.38, E: 91.10, G: 103.36, B: 123.88]","[A: 68.84, C: 78.38, E: 91.10, G: 103.36, B: 123.88]",results/v23_gpt5_hard_all378_FINAL/916/sessions/normal_agent.jsonl
973,True,8,0,0,18,"[C: 69.36, F: 77.90, B: 86.22, A: 87.79, D: 94.34, G: 115.23]","[C: 69.36, F: 77.90, B: 86.22, A: 87.79, D: 94.34, G: 115.23]",results/v23_gpt5_hard_all378_FINAL/973/sessions/normal_agent.jsonl
